text,media,label
"SWEDISH Ambassador to Indonesia, Marina Berg, arrived in Indonesia five years ago with a clear mission: to deepen and broaden bilateral cooperation between Sweden and Indonesia, particularly in the critical areas of sustainable development and the implementation of the Paris Agreement. Despite the challenges posed by the Covid-19 pandemic, her commitment remained unwavering. The Sweden-Indonesia Sustainability Partnership, focusing on the sectors of energy, transport, digital technology, and health, has been actively progressing.

As her term came to an end in August, Marina Berg took the opportunity to share her valuable five years of work in Indonesia during a TEMPO TALKS session.",tempo,politik
"SWEDISH Ambassador to Indonesia, Marina Berg, arrived in Indonesia five years ago with a clear mission: to deepen and broaden bilateral cooperation between Sweden and Indonesia, particularly in the critical areas of sustainable development and the implementation of the Paris Agreement. Despite the challenges posed by the Covid-19 pandemic, her commitment remained unwavering. The Sweden-Indonesia Sustainability Partnership, focusing on the sectors of energy, transport, digital technology, and health, has been actively progressing.

As her term came to an end in August, Marina Berg took the opportunity to share her valuable five years of work in Indonesia during a TEMPO TALKS session.",tempo,politik
"SWEDISH Ambassador to Indonesia, Marina Berg, arrived in Indonesia five years ago with a clear mission: to deepen and broaden bilateral cooperation between Sweden and Indonesia, particularly in the critical areas of sustainable development and the implementation of the Paris Agreement. Despite the challenges posed by the Covid-19 pandemic, her commitment remained unwavering. The Sweden-Indonesia Sustainability Partnership, focusing on the sectors of energy, transport, digital technology, and health, has been actively progressing.

As her term came to an end in August, Marina Berg took the opportunity to share her valuable five years of work in Indonesia during a TEMPO TALKS session.",tempo,politik
"KISAH Marc Marquez akui bakal pensiun dini dari MotoGP jika masih bertahan setahun lagi di Repsol Honda menarik untuk diulas. Sebab, hal itu menguak sesuatu yang selama ini ditutupi.

Marquez memutuskan meninggalkan Honda pada akhir MotoGP 2023. Padahal, kontraknya masih berlaku hingga MotoGP 2024.

Keputusan pahit itu diambil demi menerima tantangan bersama Gresini Racing pada MotoGP 2024. Marquez beralasan ingin menikmati lagi perasaan untuk tampil kompetitif di lintasan balap.

Sejatinya, Marquez dan Honda sudah menjadi duet ikonik. Keduanya sukses merebut enam titel juara dunia MotoGP pada kurun 2013-2023. Namun, kerja sama itu harus berakhir.

Terpuruknya Honda dalam beberapa tahun terakhir ternyata ikut mengganggu mental Marquez. The Baby Alien bahkan mengaku bakal pensiun dini jika masih bertahan di tim tersebut!

""Itu adalah keputusan yang sangat sulit. Keputusan itu bukan karena mendengarkan kata hati saya. Saya hanya memikirkan apa yang terbaik untuk masa depan,” ungkap Marquez, dinukil dari Crash, Selasa (23/4/2024).

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

“Masa depan saya adalah saya ingin menjadi pembalap MotoGP beberapa tahun lagi. Repsol Honda adalah hidup saya, karier saya. Itu sangat sulit. Mekanik saya, teknisi saya, sponsor ada di sana,” imbuh pria asal Spanyol itu. ""Saya berkata kepada mereka, ‘Mungkin saya akan menjalani satu tahun lagi di sini dan kemudian mengakhiri karier karena kesehatan mental saya rusak,’” aku Marquez. Ucapan pria berusia 31 tahun itu terbukti benar. Honda saat ini masih terseok-seok di tiga seri awal MotoGP 2024. Marquez pun begitu menikmati pengalaman barunya. BACA JUGA: Demi Jaga Kesehatan Mental, Marc Marquez Akui Terpaksa Tinggalkan Repsol Honda “Saya menikmatinya. Tidaklah sama jika mendekati akhir pekan dengan berpikir untuk berada di posisi 10 besar, atau lima besar, atau bertarung untuk naik podium,” tandasnya.",okezone,olahraga
"HASIL playoff NBA 2023-2024 hari ini, Selasa (23/4/2024) sudah diketahui. Dari tiga laga yang tersaji, LA Lakers menelan kekalahan pahit dari Denver Nuggets.

Bertandang ke markas Nuggets di Arena Pepsi Center, Lakers sejatinya tampil sip. Tim polesan Darvin Ham itu bahkan berhasil ungguli sang tuan rumah hingga kuarter ketiga dengan skor 79-69.

Namun di kuarter keempat, Nuggets secara mengejutkan berhasil unggul telak 32-20 atas Lakers. Angka itu sekaligus membuat sang tuan rumah menutup pertandingan dengan kemenangan skor akhir 101-99.

Bintang Nuggets, Nikola Jokic benar-benar tampil menawan pada laga tersebut. Bagaimana tidak, Pemain berpaspor Serbia itu mencatat triple-double dengan mengemas 27 poin, 20 rebound, dan 10 assist.

Kemenangan Nuggets ini sekaligus membuat mereka memimpin 2-0 atas Lakers. Mengingat, di laga sebelumnya Nikola Jokic dan kolega juga berhasil menumbangkan LeBron James cs.

Sementara pada laga lainnya, ada Cleveland Cavaliers yang juga meraih hasil manis. Menjamu Orlando Magic di Arena Rocket Mortgage FieldHouse, mereka menutup laga dengan kemenangan 96-86.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Kemenangan ini sekaligus membuat Cavaliers unggul 2-0 atas Magic. Adapun sosok Jarrett Allen jadi bintang bagi Cavaliers di laga tersebut dengan mencatat double-double setelah mengemas 16 poin dan 20 rebound. Lalu yang terakhir ada pertandingan antara New York Knicks kontra Philadelphia 76ers. Tuan rumah sukses meraih kemenangan saat di Arena Madison Square Garden dengan skor 104-101. Hasil kemenangan ini juga membuat Knicks unggul 2-0 atas 76ers. Jelas hasil ini menjaga asa pasukan Thom Thibodeau melangkahkan kakinya ke babak berikutnya. BACA JUGA: Hasil Playoff NBA 2023-2024: Milwaukee Bucks dan Boston Celtics Kompak Rebut Kemenangan Perdana Hasil Playoff NBA 2023-2024, Selasa (23/4/2024): Cleveland Cavaliers vs Orlando Magic 96-86 New York Knicks vs Philadelphia 76ers 104-101 Denver Nuggets vs LA Lakers 101-99",okezone,olahraga
"JAKARTA – Atlet balap sepeda Indonesia, Bernard Benyamin van Aert, resmi lolos ke Olimpiade Paris 2024. Pencapaian ini mengakhiri penantian panjang 20 tahun Indonesia di cabang olahraga balap sepeda.

Bernard lolos melalui kualifikasi negara untuk disiplin track nomor Omnium Putra melalui informasi resmi yang dikeluarkan Union Cycliste Internationale (UCI), Senin 22 April 2024. Berdasarkan aturan UCI, ada 22 negara yang bisa lolos ke Olimpiade 2024 Paris dari tiga nomor perlombaan di disiplin track endurance.

Ketua Umum Komite Olimpiade Indonesia (NOC Indonesia), Raja Sapta Oktohari, sangat bersyukur karena akhirnya Tim Merah Putih bisa meloloskan atlet balap sepeda ke Olimpiade setelah penantian 20 tahun. Pria yang akrab disapa Okto ini harap, lolosnya Bernard bisa menjadi pelecut semangat bagi para atlet dari cabor lain.

“Alhamdulillah, setelah 20 tahun penantian panjang akhirnya Indonesia kembali meloloskan atlet balap sepeda dari disiplin track, nomor omnium di Olimpiade,” kata Okto dalam keterangan resmi NOC Indonesia, Selasa (23/4/2024).

“Semoga lolosnya Bernard ke Paris 2024 menjadi motivasi buat atlet dari cabor-cabor lain untuk mengikuti jejaknya. Perjuangan belum berakhir, harus tetap semangat dan tunjukkan hasil terbaik demi menjaga Indonesia Raya tetap bisa berkumandang dan Merah Putih tetap berkibar di Paris 2024,” lanjutnya.

Indonesia sebelumnya pernah meloloskan atlet balap sepeda dari disiplin track ke Olimpiade. Pada Olimpiade 2004, Santia Tri Kusuma yang turun di nomor point race putri berhasil mewakili Indonesia lolos ke Athena.

Sementara itu, Kepala Pelatih Timnas Balap Sepeda Indonesia, Dadang Haries Poernomo, menjelaskan perihal kelolosan Bernard ke Paris 2024. Bernard telah melalui perjalanan panjang untuk mengejar poin kelolosan menuju Paris 20214 sejak tahun 2023.

“Timnas balap sepeda sudah menargetkan Bernard lolos. Alhamdulillah dengan perjuangan Perjuangan yang sangat berat dan panjang melawan gempuran teknologi dari tim negara-negara besar yang setiap tahun berkembang,” ujar Dadang.

Pada 2023, poin kualifikasi diambil dari dua terbaik dari tiga series UCI Nations Cup yang digelar di Jakarta, Mesir, dan Kanada. Kala itu, Bernard terhenti di kualifikasi sehingga tidak mendapatkan poin.

Di Kejuaraan Asia 2023, pembalap sepedah 27 tahun itu menempati peringkat kelima sehingga gagal mendapatkan poin. Kemudian di World Championship di Glasgow, ia finis di urutan ke-20.

“Lalu Bernard dapat poin yang lumayan besar dalam Road to Paris 2024 setelah dapat perak di kejuaraan Asian Track Championship di New Delhi, India, ini yang bantu dongkrak poinnya. Lalu Bernard kembali tampil di UCI Track Nations Cup dan semuanya masuk final sehingga dapat poin. Di Adelaide finis ke-15, di Hongkong ke-17, dan kemarin terakhir di Kanada peringkat 11 dan Alhamdulillah bisa lolos kualifikasi ke Olimpiade Paris 2024,” terangnya.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Menurut Dadang, di Olimpiade Paris 2024 untuk cabang balap sepeda disiplin track endurace, ada tiga nomor yang diperlombakan, yaitu team pursuit, madison dan omnium. Dari tiga nomor tersebut, terdapat 10 kuota negara yang lolos di team pursuit, 15 negara di nomor medison dan 22 negara untuk nomor omnium. “Pola pengambilan kuotanya adalah, dari 10 negara yang lolos di team pursuit, mereka punya hak untuk turun di madison dan omnium. Dari 15 kuota nomor madison, 10 diambil dari team pursuit ditambah 5 dari kualifikasi khusus di madison,” tuturnya. “Sedangkan untuk Omnium, 10 kuota diambil dari 10 team pursuit yang sudah lolos, ditambah 5 negara yang lolos kualifikasi khusus dari madison, plus 7 negara yang lolos melalui kualifikasi khusus di nomor omnium,” imbuh Dadang. Tim Indonesia sejauh ini sudah meloloskan 18 atlet ke Olimpiade 2024 Paris. Selain Bernard, ada Arif Dwi Pangestu dan Diana Choirunisa dari cabor panahan, Fathur Gustafian (menembak), Rifda Irfanaluthfi (senam artistik), Rio Waida (selancar), Rahmad Adi Mulyono dan Desak Made Rita Kusuma Dewi (panjat tebing). BACA JUGA: Masyarakat Malaysia Iri Lihat Timnas Indonesia U-23 Lolos Perempatfinal Piala Asia U-23 2024: Silakan Ketemu Negara Haram di Olimpiade Paris 2024! Kemudian, tiga atlet angkat besi, yakni Eko Yuli Irawan, Rizky Juniansyah, dan Nurul Akmal. Lalu, enam wakil bulu tangkis, yakni Jonatan Christie, Anthony Ginting, Gregoria Mariska Tunjung, Fajar Alfian/Muhammad Rian Ardianto, Apriyani Rahayu/Siti Fadia Ramadhanti, dan Rinov Rivaldy/Pitha Haningtyas Mentari. Kemudian, ada La Memo dari cabor rowing.",okezone,olahraga
"JADWAL siaran langsung tim bulutangkis Indonesia vs Inggris di Piala Thomas 2024. Duel yang akan dilakoni Jonatan Christie cs di Chengdu High-tech Zone Sports Center Gymnasium, China, pada Sabtu, 27 April 2024, pukul 18.00 WIB ini dapat disaksikan secara live di iNews.

Ya, ajang Piala Thomas dan Uber 2024 akan segera bergulir. China akan jadi tuan rumah penyelenggaraan turnamen beregu paling bergengsi di dunia itu.

Tim bulutangkis Indonesia di Piala Thomas 2024 sendiri dipastikan tergabung di Grup C. Jonatan Christie cs akan menghadapi lawan-lawan sulit, yakni sang juara bertahan India, kemudian ada Inggris dan juga Thailand.

Tim Merah Putih harus tampil maksimal di fase grup demi lolos ke babak perempatfinal. Diketahui, hanya ada dua tiket dari setiap grup untuk lolos ke babak berikutnya.

Perjalanan tim bulutangkis Indonesia pun akan dimulai dengan menghadapi Inggris. Laga itu akan berlangsung pada Sabtu, 27 April 2024, pukul 18.00 WIB.

Setelah itu, ada duel Indonesia vs Thailand yang akan berlangsung pada Senin 29 April 2024 pukul 09.30 WIB. Di laga terakhir Grup C, tim bulutangkis Indonesia akan melawan India pada Rabu, 1 Mei 2024 pukul 17.00 WIB.

Demi mendulang hasil manis, tim bulutangkis Indonesia diperkuat para pemain top Tanah Air. Di sektor tunggal putra, ada sang juara All England 2024 dan juga Badminton Asia Championships 2024, yakni Jonatan Christie.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Kemudian, ada juga Anthony Sinisuka Ginting, Chico Aura Dwi Wardoyo, dan Alwy Farhan. Tak hanya di sektor tunggal yang bertabur bintang, Indonesia juga diperkuat para pemain andalan di sektor ganda. Ada Fajar Alfian/Muhammad Rian Ardianto, Leo Rolly Carnando/Daniel Marthin, hingga Bagas Maulana/Muhammad Shohibul Fikri. Kini, menarik menantikan laga tim bulutangkis Indonesia vs Inggris. Akankah tim Merah Putih membuka perjalanan dengan manis? BACA JUGA: Piala Thomas dan Uber 2024: Fajar Alfian dan Apriyani Rahayu Jadi Kapten Tim Bulu Tangkis Indonesia Berikut Jadwal Siaran Langsung Tim Bulutangkis Indonesia vs Inggris di Piala Thomas 2024: Sabtu 27 April 2024 pukul 18.00 WIB – Live di iNews",okezone,olahraga
"MANTAN pembalap MotoGP, Carlos Checa, memberi peringatan kepada Marc Marquez cs dalam mengarungi MotoGP 2024 karena adanya sosok pembalap hebat baru, yakni Pedro Acosta. Bahkan, Checa meyakini Acosta akan segera merebut kemenangan di MotoGP.

Ya, Pedro Acosta tampil mengejutkan dalam musim debutnya di MotoGP pada musim ini. Memperkuat tim satelit KTM, yakni GASGAS Tech3, dia bisa langsung bersaing dengan para pembalap top MotoGP sejak balapan pertama musim ini.

Teranyar, Acosta bahkan sukses merebut podium pertamanya dalam balapan utama di MotoGP Amerika Serikat 2024. Dalam seri itu, dia bisa finis di posisi kedua.

Checa sendiri mengaku terkejut melihat penampilan Acosta di musim ini. Apalagi, dia beberapa kali membuktikan diri mampu memberi persaingan kepada Marc Marquez hingga bahkan Francesco Bagnaia dengan menyalipnya dalam balapan.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

“Dia (Pedro Acosta) adalah pembalap yang mengejutkan saya. Tahun ini, saya pikir saya akan menjalani musim yang bagus, mungkin bisa memenangkan perlombaan,” ujar Checa, dikutip dari Motosan, Selasa (23/4/2024). “Sekarang, sudah jelas bahwa dia mungkin akan memenangkannya, kita akan lihat kapan, itu hanya masalah waktu,” lanjutnya. “Tapi, saya juga kaget dia tidak terjatuh, dia terlihat sangat percaya diri. Ini tahun pertama, tapi dia sepertinya sudah ada selama beberapa tahun. Bahkan dalam manajemen,” jelas Checa. BACA JUGA: Ini Cara Bos Ducati Redakan Ketegangan Hubungan Marc Marquez dan Francesco Bagnaia di MotoGP 2024 Tentunya, Marc Marquez cs harus mewaspadai betul penampilan Acosta di balapan-balapan berikutnya. Selanjutnya, seri MotoGP 2024 sendiri akan berlanjut ke GP Spanyol yang akan digelar di Sirkuit Jerez, pada Minggu 28 April 2024 pukul 19.00 WIB.",okezone,olahraga
"UFC adalah ajang bertarung yang menggunakan seni bela diri campuran (MMA). Berbagai seni bela diri diperbolehkan untuk dipakai oleh para petarung UFC, namun silat nyatanya tak diperbolehkan digunakan di ajang yang dimiliki oleh Dana White tersebut.

Tentu ada alasan yang membuat seni bela diri asli Indonesia itu dilarang keras dipakai oleh para petarung UFC. Untuk mengetahui hal tersebut, kita harus mengenal silat terlebih dahulu.

Secara garis besar, silat memiliki prinsip bertarung dengan mengeksploitasi titik lemah lawan secara cepat dengan tujuan untuk melumpuhkan lawan hingga tak berdaya. Silat pun pada masa lampau digunakan untuk pertarungan hidup dan mati.

Berdasarkan laporan dari Way of Martial Arts, Rabu (21/4/2024) silat adalah salah satu bela diri paling mematikan di dunia. Bela diri ini tidak peduli dengan kehormatan, ketenaran, atau apapun. Tujuan bela diri ini adalah membunuh lawan secepat mungkin meski harus dengan pukulan kotor sekalipun.

Jadi, jangan kaget jika semua teknik di silat hanya memiliki satu tujuan, yakni bertahan hidup dan membunuh lawan. Beberapa teknik silat memiliki target utama organ vital lawan.

Petarung silat tidak ragu menyerang tenggorokan, mata, ginjal dan bagian lemah lain. Bahkan ada teknik khusus yang melakukan tendangan menyasar area selangkangan guna menghancurkan testis lawan.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Jika lawan tersungkur pun, pendekar silat akan memanfaatkan momen tersebut untuk menghabisi lawannya. Sementara UFC sendiri sama seperti ajang MMA lainnya yang memiliki sejumlah aturan yang membuat gaya bela diri silat tak bisa dimaksimalkan. BACA JUGA: Manny Pacquiao Tuai Kritikan, Mantan Juara UFC: Dia Serakah dan Bertele-tele! Jadi, sebenarnya larangan penggunaan itu merupakan sekadar himbauan bagi para ahli silat jika ingin tampil di UFC. Sebab mereka dipastikan tak bisa memaksimalkan gaya bertarung silat saat sudah naik oktagon. Tak heran jika tidak banyak pendekar silat yang mencoba bertarung di UFC.",okezone,olahraga
"KISAH tragisnya Syed Modi, legenda pebulutangkis India yang tewas dibunuh hingga namanya jadi turnamen BWF akan dibahas Okezone di artikel ini. Ya, bagi para pencinta bulu tangkis mungkin mengenal Syed Modi sebagai nama ajang bulu tangkis super 300 di India.

Tapi, tahukah Anda ternyata Syed Modi diambil dari nama legenda bulutangkis India? Tepatnya atlet tersebut adalah Syed Mehdi Hassan Zaidi.

Syed Modi sendiri nama akrab dari Syed Mehdi Hassan Zaidi. Bagi pencinta bulu tangkis India, Syed Modi memiliki kisah yang amat teramat pahit.

Sebab Syed Modi meninggal dunia dengan cara yang tragis, yakni ditembak mati di Lucknow ketika ia baru keluar dari Stadion KD Singh Babu pada 28 Juli 1988. Tentunya kabar meninggalnya Syed Modi itu langsung menggegerkan India.

Hebohnya lagi, kala itu polisi mengajukan tuntukan pembunuhan terhadap istri Syed Modi, yaitu Ameeta dan pria bernama Sanjay Sinh. Beredar kabar Sanjay Sinh adalah selingkuhan dari istri Syed Modi.

Hanya saja, Ameeta dan Sanjay Sinh bebas karena tak terbukti bersalah. Tak lama Sanjay dan Ameet menikah.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Tentungnya meninggalnya Syed Modi menjadi kerugian untuk dunia bulu tangkis India. Semasa masih aktif bermain, Syed Modi meraih berbagai gelar, seperti juara di Commonwealth Games 1982, Austrian International, hingga USSR International. BACA JUGA: Kisah Gloria Widjaja Kerap Dianggap Sebelah Mata Justru Jadi Kunci Kemenangan di Syed Modi 2023 Bersama Dejan Ferdinansyah Beberapa tahun kemudian, untuk mengenang sang pahlawan bulu tangkis India, digelarlah turnamen Syed Modi India International. Awalnya turnamen ini dibentuk pada 2009 dan masuk kategori grand prix BWF. Kemudian di 2011 Syed Modi India International masuk grand prix Gold BWF. Baru pada 2018 turnamen itu masuk tur dunia BWF dan kini menjadi salah satu ajang bergengsi.",okezone,olahraga
"JADWAL siaran langsung tim bulutangkis Indonesia vs Inggris di Piala Thomas 2024. Duel yang akan dilakoni Jonatan Christie cs di Chengdu High-tech Zone Sports Center Gymnasium, China, pada Sabtu, 27 April 2024, pukul 18.00 WIB ini dapat disaksikan secara live di iNews.

Ya, ajang Piala Thomas dan Uber 2024 akan segera bergulir. China akan jadi tuan rumah penyelenggaraan turnamen beregu paling bergengsi di dunia itu.

Tim bulutangkis Indonesia di Piala Thomas 2024 sendiri dipastikan tergabung di Grup C. Jonatan Christie cs akan menghadapi lawan-lawan sulit, yakni sang juara bertahan India, kemudian ada Inggris dan juga Thailand.

Tim Merah Putih harus tampil maksimal di fase grup demi lolos ke babak perempatfinal. Diketahui, hanya ada dua tiket dari setiap grup untuk lolos ke babak berikutnya.

Perjalanan tim bulutangkis Indonesia pun akan dimulai dengan menghadapi Inggris. Laga itu akan berlangsung pada Sabtu, 27 April 2024, pukul 18.00 WIB.

Setelah itu, ada duel Indonesia vs Thailand yang akan berlangsung pada Senin 29 April 2024 pukul 09.30 WIB. Di laga terakhir Grup C, tim bulutangkis Indonesia akan melawan India pada Rabu, 1 Mei 2024 pukul 17.00 WIB.

Demi mendulang hasil manis, tim bulutangkis Indonesia diperkuat para pemain top Tanah Air. Di sektor tunggal putra, ada sang juara All England 2024 dan juga Badminton Asia Championships 2024, yakni Jonatan Christie.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Kemudian, ada juga Anthony Sinisuka Ginting, Chico Aura Dwi Wardoyo, dan Alwy Farhan. Tak hanya di sektor tunggal yang bertabur bintang, Indonesia juga diperkuat para pemain andalan di sektor ganda. Ada Fajar Alfian/Muhammad Rian Ardianto, Leo Rolly Carnando/Daniel Marthin, hingga Bagas Maulana/Muhammad Shohibul Fikri. Kini, menarik menantikan laga tim bulutangkis Indonesia vs Inggris. Akankah tim Merah Putih membuka perjalanan dengan manis? BACA JUGA: Piala Thomas dan Uber 2024: Fajar Alfian dan Apriyani Rahayu Jadi Kapten Tim Bulu Tangkis Indonesia Berikut Jadwal Siaran Langsung Tim Bulutangkis Indonesia vs Inggris di Piala Thomas 2024: Sabtu 27 April 2024 pukul 18.00 WIB – Live di iNews",okezone,olahraga
"KISAH Jonatan Christie yang butuh 100 menit untuk kalahkan Anders Antonsen di semifinal Piala Thomas 2020. Berkat kerja keras Jonatan, tim bulu tangkis Indonesia diketahui bisa melaju ke babak final hingga bahkan merebut gelar juara.

Ya, Jonatan Christie turut memperkuat tim bulu tangkis Indonesia di gelaran Piala Thomas 2020. Turnamen bulu tangkis beregu itu diketahui baru bisa digelar pada 2021 karena situasi pandemi Covid-19.

Ajang Piala Thomas dan Uber 2020 pun dihelat di Aarhus, Denmark. Tim tuan rumah pun berhasil tampil moncer hingga melaju ke babak semifinal Piala Thomas 2020.

Di babak empat besar, Denmark dihadapkan dengan Indonesia. Duel sengit pun tersaji kala itu. Anthony Ginting yang turun di laga perdana harus tumbang di tangan raja bulu tangkis dunia, Viktor Axelsen, dengan skor 9-21 dan 15-21.

Beruntung, wakil Indonesia di partai kedua, yakni Marcus Fernaldi Gideon/Kevin Sanjaya Sukamuljo, berhasil meraih kemenangan. Melawan Kim Astrup/Anders Skaarup Rasmussen, Marcus/Kevin menang usai bertarung rubber game dengan skor 21-13, 10-21, dan 21-15.

Kedudukan imbang 1-1 membuat duel berjalan lebih sengit. Jonatan Christie pun tentu saja merasakan tekanan lebih kala harus turun di partai ketiga. Ada harapan besar terhadap dirinya untuk bisa meraih kemenangan demi membawa tim Merah Putih berbalik unggul.

Perjuangan keras pun harus dihadapkan Jonatan Christie untuk meraih kemenangan atas tunggal putra kedua Denmark, Anders Antonsen. Bahkan, Jojo -sapaan akrab Jonatan- harus bertarung selama 100 menit lamanya atau selama 1 jam 40 menit untuk bisa menang.

Duel Jonatan Christie vs Anders Antonsen sendiri diketahui berlangsung rubber game. Laga akhirnya dimenangkan Jonatan dengan skor 25-23, 15-21, dan 21-16.

Tim bulu tangkis Indonesia pun memastikan tiket ke babak final lewat kemenangan Fajar Alfian/Muhammad Rian Ardianto. Mereka berhasil mengalahkan ganda putra kedua Denmark, Mathias Christiansen/Frederik Sogaard, dengan skor 21-14 dan 21-14.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Usai laga, Jonatan Christie sendiri tampak kaget harus berduel selama 100 menit lamanya melawan Antonsen. Dia mengakui laga memang berjalan tidak mudah. “Seratus menit, wah. Saya tidak bisa menjelaskan lagi,” ujar Jonatan Christie, dikutip dari laman resmi BWF. “Di game ketiga, dia (Antonsen) memimpin 6-1, saya hanya berharap untuk bermain sebaik mungkin dan saya bisa memimpin 11-10, jadi motivasi saya naik dan saya bisa mendapatkan satu poin untuk Indonesia,"" lanjutnya. “Antonsen bermain sangat cepat, dia cerdas. Saya bermaksud memperlambat ritme dan saya akan melakukan rally, dan dia mengalami kram pada akhirnya, dan itulah rencana saya,” ucap juara All England 2024 itu. BACA JUGA: Kisah Tragisnya Syed Modi, Legenda Pebulutangkis India yang Tewas Dibunuh hingga Namanya Jadi Turnamen BWF “Pertandingan bagus terakhir yang saya mainkan adalah melawan Chen Long di Asian Games dan itu berlangsung selama 90 menit. Sekarang ini 100 menit, jadi itu rekor baru saya,"" sambungnya. Tak hanya lolos final, tim bulu tangkis Indonesia juga berhasil menyegel gelar gelar juara Piala Thomas 2020. Kepastian itu didapat usai mengalahkan China di final dengan skor 3-0! Kembali, Jonatan memainkan peran penting karena jadi penentu kemenangan di partai puncak itu.",okezone,olahraga
"JADWAL lengkap tim bulu tangkis Indonesia di Piala Thomas dan Uber 2024 akan dibahas Okezone. Seluruh pertandingan akan disiarkan secara ekslusif di iNews TV.

Gelaran Piala Thomas dan Uber 2024 akan berlangsung di Chengdu, China. Turnamen akan berlangsung pada 28 April-5 Mei 2024.

Pada ajang Piala Thomas 2024, Tim Bulu Tangkis Indonesia tergabung di Grup C. Tim Merah-Putih berada satu grup dengan Thailand, Inggris dan juara bertahan India.

Melihat dari calon lawan, persaingan di Grup C akan berlangsung ketat. Keempat negara penghuni Grup C cukup berimbang untuk bersaing melaju ke babak berikutnya.

Tim bulu tangkis Indonesia akan menghadapi Inggris di laga pembuka. Pertandingan akan digelar pada Sabtu 27 April 2024.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Beralih ke Piala Uber 2024, Srikandi Merah-Putih tergabung di C. Berbeda dengan tim putra, tim bulu tangkis putri Indonesia cenderung tidak menghadapi banyak lawan berat di fase grup. Indonesia tergabung di Grup C bersama Jepang, Hong Kong dan Uganda. Melihat kekuatan dari tiap negara, Indonesia seharusnya bisa lolos bersama Jepang ke babak berikutnya. BACA JUGA: Piala Thomas 2024: Alwi Farhan Sudah Punya Gambaran jika Diturunkan di Partai Penentuan Berikut Jadwal Lengkap Indonesia di Thomas dan Uber Cup 2024: Piala Thomas Sabtu, 27 April 2024, pukul 18.00 WIB Indonesia vs Inggris Senin, 29 April 2024, pukul 9.30 WIB Indonesia vs Thailand Rabu, 1 Mei 2024 pukul 17.00 WIB Indonesia vs India Piala Uber Sabtu, 27 April 2024, pukul 13.00 WIB Indonesia vs Hong Kong Senin, 29 April 2024 pukul 17.00 WIB Indonesia vs Uganda Rabu, 1 Mei 2024 pukul 9.30 WIB Indonesia vs Jepang Perempatfinal Kamis, 2 Mei 2024 Pukul 9.30 WIB, perempatfinal Uber Pukul 17.00 WIB, perempatfinal Thomas Jumat, 3 Mei 2024 Pukul 9.30 WIB, perempatfinal Uber Pukul 17.00 WIB, perempatfinal Thomas Semifinal Sabtu, 4 Mei 2024 Pukul 9.30 WIB, semifinal Uber Pukul 17.00 WIB, semifinal Thomas Final Minggu, 5 Mei 2024 Pukul 9.30 WIB, Uber Cup Final Pukul 17.00 WIB, Thomas Cup Final",okezone,olahraga
