text,clean_text,media,label
"TEMPO.CO, Jakarta - In today's digital era, internet speed is very important in everyday life. With a fast internet connection, various tasks can be completed efficiently. Moreover, most digital jobs require access to online data and information.

However, internet speed is still a big task for Indonesia. Based on Ookla's Speedtest Global Index data as of October 2023, out of a total of 142 countries, Indonesia's internet speed is ranked 95th with a speed of 24.65 Mbps.

In the Asian region, China occupies the top position as the country with the fastest internet speed, reaching 164.14 Mbps. China will even launch the world's fastest internet network with a speed of 1.2 Tbps, as reported by the South China Morning Post.

So, which countries have the fastest internet connections? The following is the order of the fastest internet connections in the world based on Ookla's Speedtest Global Index data as of October 2023:

1. United Arab Emirates

The UAE leads as the country with the highest internet speed, reaching 269.41 Mbps for downloads. This achievement far exceeds the average global internet speed which is only around 48.47 Mbps.

2. Qatar

Qatar is in second place on the list of countries with the highest internet speed in the world, reaching an average of 206.8 Mbps. Another interesting fact is that the average price of an internet package in Qatar is around US$149.5 (Rp2.3 million) per month, depending on the type of package and speed chosen.

3. Kuwait

Kuwait occupies third place with fixed broadband speeds reaching 191.74 Mbps. The average price of an internet package with a speed of 8 Mbps for one month in Kuwait is around 9 dinars or the equivalent of Rp456,000.

4.China

Internet speed in China reached 164.14 Mbps. Based on data from China's internet association, around 137 million residents pay an average of 83.5 yuan or around Rp182,000 per month to get an internet package.

5.Macau SAR

Macau is one of the countries in Asia that has the highest internet speed in the world. The average internet speed in this country reaches 155.75 Mbps. The price of internet packages in Macau is around 9.2 MOP or the equivalent of Rp17,900 per gigabyte.

6.Norway

In sixth position is Norway. Internet connection speed in Norway reaches 146.02 Mbps. The average cost of the cheapest internet package in this country is Rp781,000.

7. South Korea

South Korea is on the list of countries with the fastest internet connection in the world. Their internet speed reaches 145.25 Mbps. Not only that, South Korea is also known as one of the countries with the most expensive internet prices in the world.

8.Denmark

This country, which is located in Northern Europe, occupies the eighth position as the country with the fastest internet connection speed in the world. Denmark has an internet speed of 143.63 Mbps. The average price of an internet package in Denmark is equivalent to Rp209,000.

9. Bulgaria

This country, which has around 3.9 million internet users, has an access speed of 142.07 Mbps.

10. Iceland

Iceland Ranked 10th in the world for download speed. Internet speed in Iceland reaches 138.52 Mbps.

11. Netherlands

Lastly, there is the Netherlands which occupies 11th position. The Netherlands has an internet speed of 119.34 Mbps. The average price of an internet package in that country is around 42 euros per month or the equivalent of Rp712,000.

RIZKI DEWI AYU

Editor's Choice: Top 10 Most Powerful Countries on Earth in 2024



Click here to get the latest news updates from Tempo on Google News",jakarta in today digital era internet speed is very important in everyday life with a fast internet connection various tasks can be completed efficiently moreover most digital jobs require access to online data and information however internet speed is still a big task for indonesia based on ookla speedtest global index data as of october 2023 out of a total of 142 countries indonesia internet speed is ranked 95th with a speed of mbps in the asian region china occupies the top position as the country with the fastest internet speed reaching mbps china will even launch the world fastest internet network with a speed of tbps as reported by the south china morning post so which countries have the fastest internet connections the following is the order of the fastest internet connections in the world based on ookla speedtest global index data as of october 2023 united arab emirates the uae leads as the country with the highest internet speed reaching mbps for downloads this achievement far exceeds the average global internet speed which is only around mbps qatar qatar is in second place on the list of countries with the highest internet speed in the world reaching an average of mbps another interesting fact is that the average price of an internet package in qatar is around us million month depending on the type of package and speed chosen kuwait kuwait occupies third place with fixed broadband speeds reaching mbps the average price of an internet package with a speed of 8 mbps for one month in kuwait is around 9 dinars or the equivalent of internet speed in china reached mbps based on data from china internet association around 137 million residents pay an average of yuan or around month to get an internet package sar macau is one of the countries in asia that has the highest internet speed in the world the average internet speed in this country reaches mbps the price of internet packages in macau is around mop or the equivalent of gigabyte in sixth position is norway internet connection speed in norway reaches mbps the average cost of the cheapest internet package in this country is south korea south korea is on the list of countries with the fastest internet connection in the world their internet speed reaches mbps not only that south korea is also known as one of the countries with the most expensive internet prices in the world this country which is located in northern europe occupies the eighth position as the country with the fastest internet connection speed in the world denmark has an internet speed of mbps the average price of an internet package in denmark is equivalent to bulgaria this country which has around million internet users has an access speed of mbps iceland iceland ranked 10th in the world for download speed internet speed in iceland reaches mbps netherlands lastly there is the netherlands which occupies 11th position the netherlands has an internet speed of mbps the average price of an internet package in that country is around 42 euros month or the equivalent of rizki dewi ayu editor choice top 10 most powerful countries on earth in 2024 click here to get the latest news updates from tempo on google news,tempo,politik
"TEMPO.CO, Jakarta - The joint task force for handling Mount Ruang eruptions continues to rescue affected residents on Sunday, April 21. The stratovolcano on Sangihe Island, North Sulawesi has been erupting since April 16.

Since April 17, when the mountain’s alert level was escalated to the highest level of IV, the North Sulawesi provincial government, in tandem with the Sitaro Regency government, has been gradually evacuating residents in the area within a six-kilometer radius of the summit, as recommended by the Volcanology and Geological Disaster Mitigation Center (PVMBG).

Abdul Muhari, head of the National Disaster Mitigation Agency’s (BNPB) Disaster Data, Information, and Communication Center, said that apart from the evacuation to a safe radius area, residents were also evacuated to areas outside Tagulandang Island, such as Manado City, Bitung City, and North Minahasa.

The temporary relocation of the affected residents was facilitated by the Indonesian Navy using a warship KRI Kakap 811, the National Search and Rescue Agency (Basarnas) using a motorboat KM Bima Sena, and the state-owned seaport operator ASDP using KM Marina, KM Lokong Banua, KM Lohoraung, KM Pasatibo and other ferries as well as motorboats belonging to residents.

“The residents being evacuated from Tagulandang Island are migrants, including local residents who have families in Manado City, Bitung City, and Minahasa, and vulnerable groups including pregnant women, the elderly, people with disabilities, and residents who are sick and need intensive care,” Muhari explained in a press release on Monday, April 22.

“The entire series of evacuations is solely for safety and security reasons [following the eruption of Mount Ruang],” Muhari added.

IRSYAN HASYIM (CONTRIBUTOR)

Editor's Choice: Manado Airport Extends Closure until Monday due to Mount Ruang Eruption

Click here to get the latest news updates from Tempo on Google News",jakarta the joint task force for handling mount ruang eruptions continues to rescue affected residents on sunday april the stratovolcano on sangihe island north sulawesi has been erupting since april since april 17 when the mountain s alert level was escalated to the highest level of iv the north sulawesi provincial government in tandem with the sitaro regency government has been gradually evacuating residents in the area within a radius of the summit as recommended by the volcanology and geological disaster mitigation center pvmbg abdul muhari head of the national disaster mitigation agency s bnpb disaster data information and communication center said that apart from the evacuation to a safe radius area residents were also evacuated to areas outside tagulandang island such as manado city bitung city and north minahasa the temporary relocation of the affected residents was facilitated by the indonesian navy using a warship kri kakap 811 the national search and rescue agency basarnas using a motorboat km bima sena and the seaport operator asdp using km marina km lokong banua km lohoraung km pasatibo and other ferries as well as motorboats belonging to residents the residents being evacuated from tagulandang island are migrants including local residents who have families in manado city bitung city and minahasa and vulnerable groups including pregnant women the elderly people with disabilities and residents who are sick and need intensive care muhari explained in a press release on monday april 22 the entire series of evacuations is solely for safety and security reasons following the eruption of mount ruang muhari added irsyan hasyim contributor editor choice manado airport extends closure until monday due to mount ruang eruption click here to get the latest news updates from tempo on google news,tempo,politik
"TEMPO.CO, South Tangerang - South Tangerang Mayor Benyamin Davnie responded to the recent talks on a Mass Rapid Transit (MRT) transportation project connecting the capital city of Jakarta and South Tangerang City. Benyamin raised objections to the utilization of Regional Budget or APBD funds for this project.

The discourse surrounding the MRT project has resurfaced several years after the city administration initially proposed it, and Benyamin stated that his side would welcome the project with open arms.

“In principle, this aligns with our proposal to the Transportation Minister several years ago; an MRT that crosses South Tangerang. In fact, we had already proposed the route,” Benyamin said on Monday, April 22.

He claimed that he remained unaware of the details of the project development plans and hoped for further discussions, moreover, regarding budget issues.

The construction budget for the MRT would undoubtedly be substantial, and Benyamin claimed that the regional budget would be unable to support it. It will definitely be huge, maybe Rp15 to 20 trillion. The South Tangerang's regional budget is only Rp4.6 trillion, and that's all for the people of South Tangerang. It (the MRT project) will be a bit heavy for us,” he said.

Benyamin also hoped that there would be a meeting with the Jakarta Provincial Government regarding the MRT project region considering the agglomeration of Jakarta and South Tangerang, which has become a unified development concept.

MUHAMMAD IQBAL

Editor's Choice: Jokowi on Visit to Gorontalo as Hearing on Election Dispute Decision Held

Click here to get the latest news updates from Tempo on Google News",south tangerang south tangerang mayor benyamin davnie responded to the recent talks on a mass rapid transit mrt transportation project connecting the capital city of jakarta and south tangerang city benyamin raised objections to the utilization of regional budget or apbd funds for this project the discourse surrounding the mrt project has resurfaced several years after the city administration initially proposed it and benyamin stated that his side would welcome the project with open arms in principle this aligns with our proposal to the transportation minister several years ago an mrt that crosses south tangerang in fact we had already proposed the route benyamin said on monday april he claimed that he remained unaware of the details of the project development plans and hoped for further discussions moreover regarding budget issues the construction budget for the mrt would undoubtedly be substantial and benyamin claimed that the regional budget would be unable to support it it will definitely be huge maybe rp15 to 20 trillion the south tangerang regional budget is only trillion and that all for the people of south tangerang it the mrt project will be a bit heavy for us he said benyamin also hoped that there would be a meeting with the jakarta provincial government regarding the mrt project region considering the agglomeration of jakarta and south tangerang which has become a unified development concept muhammad iqbal editor choice jokowi on visit to gorontalo as hearing on election dispute decision held click here to get the latest news updates from tempo on google news,tempo,politik
"TEMPO.CO, Jakarta - Researcher from the National Innovation Research Agency (BRIN) Yudhi Nugraha and his team in Madrid, Spain, discovered antibodies dubbed Spikebodies that work to prevent infection with the SARS-CoV-2 infection, the virus responsible for the COVID-19 pandemic that ravaged the world in 2020.

“Our next strategic goal is to utilize this nanobody technology to prevent all types of viruses by adapting to structural differences in the key proteins of transmission,” Yudhi said as quoted from the official BRIN website on Saturday, April 20.

The research team used Cryogenic Electron Microscopy (Cryo-EM) technology developed between 2021 and 2023. According to Yudhi, this technology can determine the structure of viral machinery at molecular resolution. “By understanding the protein form of the SARS-CoV-2 virus, we can develop strategies to combat the virus that caused the global pandemic,” he explained.

Yudhi said that Spikebodies have been shown to have the potential to prevent SARS-CoV-2 infection. The study results were published in the Advanced Science Journal in October 2023. So far, Yudhi and his research team claimed to have successfully designed and developed two nanobodies and determined their structure using Cryo-EM technology.

ANWAR SISWADI (CONTRIBUTOR)

Editor's Choice: BMKG Says Rain Still Likely to Soak West Java in the Last 10 Days of April

Click here to get the latest news updates from Tempo on Google News",jakarta researcher from the national innovation research agency brin yudhi nugraha and his team in madrid spain discovered antibodies dubbed spikebodies that work to prevent infection with the infection the virus responsible for the pandemic that ravaged the world in 2020 our next strategic goal is to utilize this nanobody technology to prevent all types of viruses by adapting to structural differences in the key proteins of transmission yudhi said as quoted from the official brin website on saturday april the research team used cryogenic electron microscopy technology developed between 2021 and according to yudhi this technology can determine the structure of viral machinery at molecular resolution by understanding the protein form of the virus we can develop strategies to combat the virus that caused the global pandemic he explained yudhi said that spikebodies have been shown to have the potential to prevent infection the study results were published in the advanced science journal in october so far yudhi and his research team claimed to have successfully designed and developed two nanobodies and determined their structure using technology anwar siswadi contributor editor choice bmkg says rain still likely to soak west java in the last 10 days of april click here to get the latest news updates from tempo on google news,tempo,politik
"SWEDISH Ambassador to Indonesia, Marina Berg, arrived in Indonesia five years ago with a clear mission: to deepen and broaden bilateral cooperation between Sweden and Indonesia, particularly in the critical areas of sustainable development and the implementation of the Paris Agreement. Despite the challenges posed by the Covid-19 pandemic, her commitment remained unwavering. The Sweden-Indonesia Sustainability Partnership, focusing on the sectors of energy, transport, digital technology, and health, has been actively progressing.

As her term came to an end in August, Marina Berg took the opportunity to share her valuable five years of work in Indonesia during a TEMPO TALKS session.",swedish ambassador to indonesia marina berg arrived in indonesia five years ago with a clear mission to deepen and broaden bilateral cooperation between sweden and indonesia particularly in the critical areas of sustainable development and the implementation of the paris agreement despite the challenges posed by the pandemic her commitment remained unwavering the sustainability partnership focusing on the sectors of energy transport digital technology and health has been actively progressing as her term came to an end in august marina berg took the opportunity to share her valuable five years of work in indonesia during a tempo talks session,tempo,politik
"SWEDISH Ambassador to Indonesia, Marina Berg, arrived in Indonesia five years ago with a clear mission: to deepen and broaden bilateral cooperation between Sweden and Indonesia, particularly in the critical areas of sustainable development and the implementation of the Paris Agreement. Despite the challenges posed by the Covid-19 pandemic, her commitment remained unwavering. The Sweden-Indonesia Sustainability Partnership, focusing on the sectors of energy, transport, digital technology, and health, has been actively progressing.

As her term came to an end in August, Marina Berg took the opportunity to share her valuable five years of work in Indonesia during a TEMPO TALKS session.",swedish ambassador to indonesia marina berg arrived in indonesia five years ago with a clear mission to deepen and broaden bilateral cooperation between sweden and indonesia particularly in the critical areas of sustainable development and the implementation of the paris agreement despite the challenges posed by the pandemic her commitment remained unwavering the sustainability partnership focusing on the sectors of energy transport digital technology and health has been actively progressing as her term came to an end in august marina berg took the opportunity to share her valuable five years of work in indonesia during a tempo talks session,tempo,politik
"SWEDISH Ambassador to Indonesia, Marina Berg, arrived in Indonesia five years ago with a clear mission: to deepen and broaden bilateral cooperation between Sweden and Indonesia, particularly in the critical areas of sustainable development and the implementation of the Paris Agreement. Despite the challenges posed by the Covid-19 pandemic, her commitment remained unwavering. The Sweden-Indonesia Sustainability Partnership, focusing on the sectors of energy, transport, digital technology, and health, has been actively progressing.

As her term came to an end in August, Marina Berg took the opportunity to share her valuable five years of work in Indonesia during a TEMPO TALKS session.",swedish ambassador to indonesia marina berg arrived in indonesia five years ago with a clear mission to deepen and broaden bilateral cooperation between sweden and indonesia particularly in the critical areas of sustainable development and the implementation of the paris agreement despite the challenges posed by the pandemic her commitment remained unwavering the sustainability partnership focusing on the sectors of energy transport digital technology and health has been actively progressing as her term came to an end in august marina berg took the opportunity to share her valuable five years of work in indonesia during a tempo talks session,tempo,politik
"KISAH Marc Marquez akui bakal pensiun dini dari MotoGP jika masih bertahan setahun lagi di Repsol Honda menarik untuk diulas. Sebab, hal itu menguak sesuatu yang selama ini ditutupi.

Marquez memutuskan meninggalkan Honda pada akhir MotoGP 2023. Padahal, kontraknya masih berlaku hingga MotoGP 2024.

Keputusan pahit itu diambil demi menerima tantangan bersama Gresini Racing pada MotoGP 2024. Marquez beralasan ingin menikmati lagi perasaan untuk tampil kompetitif di lintasan balap.

Sejatinya, Marquez dan Honda sudah menjadi duet ikonik. Keduanya sukses merebut enam titel juara dunia MotoGP pada kurun 2013-2023. Namun, kerja sama itu harus berakhir.

Terpuruknya Honda dalam beberapa tahun terakhir ternyata ikut mengganggu mental Marquez. The Baby Alien bahkan mengaku bakal pensiun dini jika masih bertahan di tim tersebut!

""Itu adalah keputusan yang sangat sulit. Keputusan itu bukan karena mendengarkan kata hati saya. Saya hanya memikirkan apa yang terbaik untuk masa depan,” ungkap Marquez, dinukil dari Crash, Selasa (23/4/2024).

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

“Masa depan saya adalah saya ingin menjadi pembalap MotoGP beberapa tahun lagi. Repsol Honda adalah hidup saya, karier saya. Itu sangat sulit. Mekanik saya, teknisi saya, sponsor ada di sana,” imbuh pria asal Spanyol itu. ""Saya berkata kepada mereka, ‘Mungkin saya akan menjalani satu tahun lagi di sini dan kemudian mengakhiri karier karena kesehatan mental saya rusak,’” aku Marquez. Ucapan pria berusia 31 tahun itu terbukti benar. Honda saat ini masih terseok-seok di tiga seri awal MotoGP 2024. Marquez pun begitu menikmati pengalaman barunya. BACA JUGA: Demi Jaga Kesehatan Mental, Marc Marquez Akui Terpaksa Tinggalkan Repsol Honda “Saya menikmatinya. Tidaklah sama jika mendekati akhir pekan dengan berpikir untuk berada di posisi 10 besar, atau lima besar, atau bertarung untuk naik podium,” tandasnya.",kisah marc marquez akui pensiun motogp bertahan setahun repsol honda menarik diulas menguak ditutupi marquez memutuskan meninggalkan honda motogp kontraknya berlaku motogp keputusan pahit diambil menerima tantangan gresini racing motogp marquez beralasan menikmati perasaan tampil kompetitif lintasan balap sejatinya marquez honda duet ikonik sukses merebut enam titel juara dunia motogp kurun kerja terpuruknya honda mengganggu mental marquez the baby alien mengaku pensiun bertahan tim keputusan sulit keputusan mendengarkan hati memikirkan terbaik marquez dinukil crash selasa follow berita okezone google news dapatkan berita up to date berita terkini okezone akun orion daftar klik nantikan kejutan menarik pembalap motogp repsol honda hidup karier sulit mekanik teknisi sponsor imbuh pria spanyol menjalani karier kesehatan mental rusak marquez ucapan pria berusia 31 terbukti honda seri motogp marquez menikmati pengalaman barunya baca jaga kesehatan mental marc marquez akui terpaksa tinggalkan repsol honda menikmatinya mendekati pekan berpikir posisi 10 bertarung podium,okezone,olahraga
"HASIL playoff NBA 2023-2024 hari ini, Selasa (23/4/2024) sudah diketahui. Dari tiga laga yang tersaji, LA Lakers menelan kekalahan pahit dari Denver Nuggets.

Bertandang ke markas Nuggets di Arena Pepsi Center, Lakers sejatinya tampil sip. Tim polesan Darvin Ham itu bahkan berhasil ungguli sang tuan rumah hingga kuarter ketiga dengan skor 79-69.

Namun di kuarter keempat, Nuggets secara mengejutkan berhasil unggul telak 32-20 atas Lakers. Angka itu sekaligus membuat sang tuan rumah menutup pertandingan dengan kemenangan skor akhir 101-99.

Bintang Nuggets, Nikola Jokic benar-benar tampil menawan pada laga tersebut. Bagaimana tidak, Pemain berpaspor Serbia itu mencatat triple-double dengan mengemas 27 poin, 20 rebound, dan 10 assist.

Kemenangan Nuggets ini sekaligus membuat mereka memimpin 2-0 atas Lakers. Mengingat, di laga sebelumnya Nikola Jokic dan kolega juga berhasil menumbangkan LeBron James cs.

Sementara pada laga lainnya, ada Cleveland Cavaliers yang juga meraih hasil manis. Menjamu Orlando Magic di Arena Rocket Mortgage FieldHouse, mereka menutup laga dengan kemenangan 96-86.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Kemenangan ini sekaligus membuat Cavaliers unggul 2-0 atas Magic. Adapun sosok Jarrett Allen jadi bintang bagi Cavaliers di laga tersebut dengan mencatat double-double setelah mengemas 16 poin dan 20 rebound. Lalu yang terakhir ada pertandingan antara New York Knicks kontra Philadelphia 76ers. Tuan rumah sukses meraih kemenangan saat di Arena Madison Square Garden dengan skor 104-101. Hasil kemenangan ini juga membuat Knicks unggul 2-0 atas 76ers. Jelas hasil ini menjaga asa pasukan Thom Thibodeau melangkahkan kakinya ke babak berikutnya. BACA JUGA: Hasil Playoff NBA 2023-2024: Milwaukee Bucks dan Boston Celtics Kompak Rebut Kemenangan Perdana Hasil Playoff NBA 2023-2024, Selasa (23/4/2024): Cleveland Cavaliers vs Orlando Magic 96-86 New York Knicks vs Philadelphia 76ers 104-101 Denver Nuggets vs LA Lakers 101-99",hasil playoff nba selasa laga tersaji la lakers menelan kekalahan pahit denver nuggets bertandang markas nuggets arena pepsi center lakers sejatinya tampil sip tim polesan darvin ham berhasil ungguli sang tuan rumah kuarter ketiga skor kuarter keempat nuggets mengejutkan berhasil unggul telak lakers angka sang tuan rumah menutup pertandingan kemenangan skor bintang nuggets nikola jokic tampil menawan laga pemain berpaspor serbia mencatat mengemas 27 poin 20 rebound 10 assist kemenangan nuggets memimpin lakers laga nikola jokic kolega berhasil menumbangkan lebron james cs laga cleveland cavaliers meraih hasil manis menjamu orlando magic arena rocket mortgage fieldhouse menutup laga kemenangan follow berita okezone google news dapatkan berita up to date berita terkini okezone akun orion daftar klik nantikan kejutan menarik kemenangan cavaliers unggul magic sosok jarrett allen bintang cavaliers laga mencatat mengemas 16 poin 20 rebound pertandingan new york knicks kontra philadelphia 76ers tuan rumah sukses meraih kemenangan arena madison square garden skor hasil kemenangan knicks unggul 76ers hasil menjaga asa pasukan thom thibodeau melangkahkan kakinya babak baca hasil playoff nba milwaukee bucks boston celtics kompak rebut kemenangan perdana hasil playoff nba selasa cleveland cavaliers vs orlando magic new york knicks vs philadelphia 76ers denver nuggets vs la lakers,okezone,olahraga
"JAKARTA – Atlet balap sepeda Indonesia, Bernard Benyamin van Aert, resmi lolos ke Olimpiade Paris 2024. Pencapaian ini mengakhiri penantian panjang 20 tahun Indonesia di cabang olahraga balap sepeda.

Bernard lolos melalui kualifikasi negara untuk disiplin track nomor Omnium Putra melalui informasi resmi yang dikeluarkan Union Cycliste Internationale (UCI), Senin 22 April 2024. Berdasarkan aturan UCI, ada 22 negara yang bisa lolos ke Olimpiade 2024 Paris dari tiga nomor perlombaan di disiplin track endurance.

Ketua Umum Komite Olimpiade Indonesia (NOC Indonesia), Raja Sapta Oktohari, sangat bersyukur karena akhirnya Tim Merah Putih bisa meloloskan atlet balap sepeda ke Olimpiade setelah penantian 20 tahun. Pria yang akrab disapa Okto ini harap, lolosnya Bernard bisa menjadi pelecut semangat bagi para atlet dari cabor lain.

“Alhamdulillah, setelah 20 tahun penantian panjang akhirnya Indonesia kembali meloloskan atlet balap sepeda dari disiplin track, nomor omnium di Olimpiade,” kata Okto dalam keterangan resmi NOC Indonesia, Selasa (23/4/2024).

“Semoga lolosnya Bernard ke Paris 2024 menjadi motivasi buat atlet dari cabor-cabor lain untuk mengikuti jejaknya. Perjuangan belum berakhir, harus tetap semangat dan tunjukkan hasil terbaik demi menjaga Indonesia Raya tetap bisa berkumandang dan Merah Putih tetap berkibar di Paris 2024,” lanjutnya.

Indonesia sebelumnya pernah meloloskan atlet balap sepeda dari disiplin track ke Olimpiade. Pada Olimpiade 2004, Santia Tri Kusuma yang turun di nomor point race putri berhasil mewakili Indonesia lolos ke Athena.

Sementara itu, Kepala Pelatih Timnas Balap Sepeda Indonesia, Dadang Haries Poernomo, menjelaskan perihal kelolosan Bernard ke Paris 2024. Bernard telah melalui perjalanan panjang untuk mengejar poin kelolosan menuju Paris 20214 sejak tahun 2023.

“Timnas balap sepeda sudah menargetkan Bernard lolos. Alhamdulillah dengan perjuangan Perjuangan yang sangat berat dan panjang melawan gempuran teknologi dari tim negara-negara besar yang setiap tahun berkembang,” ujar Dadang.

Pada 2023, poin kualifikasi diambil dari dua terbaik dari tiga series UCI Nations Cup yang digelar di Jakarta, Mesir, dan Kanada. Kala itu, Bernard terhenti di kualifikasi sehingga tidak mendapatkan poin.

Di Kejuaraan Asia 2023, pembalap sepedah 27 tahun itu menempati peringkat kelima sehingga gagal mendapatkan poin. Kemudian di World Championship di Glasgow, ia finis di urutan ke-20.

“Lalu Bernard dapat poin yang lumayan besar dalam Road to Paris 2024 setelah dapat perak di kejuaraan Asian Track Championship di New Delhi, India, ini yang bantu dongkrak poinnya. Lalu Bernard kembali tampil di UCI Track Nations Cup dan semuanya masuk final sehingga dapat poin. Di Adelaide finis ke-15, di Hongkong ke-17, dan kemarin terakhir di Kanada peringkat 11 dan Alhamdulillah bisa lolos kualifikasi ke Olimpiade Paris 2024,” terangnya.

Follow Berita Okezone di Google News

Dapatkan berita up to date dengan semua berita terkini dari Okezone hanya dengan satu akun di ORION, daftar sekarang dengan klik disini dan nantikan kejutan menarik lainnya

Menurut Dadang, di Olimpiade Paris 2024 untuk cabang balap sepeda disiplin track endurace, ada tiga nomor yang diperlombakan, yaitu team pursuit, madison dan omnium. Dari tiga nomor tersebut, terdapat 10 kuota negara yang lolos di team pursuit, 15 negara di nomor medison dan 22 negara untuk nomor omnium. “Pola pengambilan kuotanya adalah, dari 10 negara yang lolos di team pursuit, mereka punya hak untuk turun di madison dan omnium. Dari 15 kuota nomor madison, 10 diambil dari team pursuit ditambah 5 dari kualifikasi khusus di madison,” tuturnya. “Sedangkan untuk Omnium, 10 kuota diambil dari 10 team pursuit yang sudah lolos, ditambah 5 negara yang lolos kualifikasi khusus dari madison, plus 7 negara yang lolos melalui kualifikasi khusus di nomor omnium,” imbuh Dadang. Tim Indonesia sejauh ini sudah meloloskan 18 atlet ke Olimpiade 2024 Paris. Selain Bernard, ada Arif Dwi Pangestu dan Diana Choirunisa dari cabor panahan, Fathur Gustafian (menembak), Rifda Irfanaluthfi (senam artistik), Rio Waida (selancar), Rahmad Adi Mulyono dan Desak Made Rita Kusuma Dewi (panjat tebing). BACA JUGA: Masyarakat Malaysia Iri Lihat Timnas Indonesia U-23 Lolos Perempatfinal Piala Asia U-23 2024: Silakan Ketemu Negara Haram di Olimpiade Paris 2024! Kemudian, tiga atlet angkat besi, yakni Eko Yuli Irawan, Rizky Juniansyah, dan Nurul Akmal. Lalu, enam wakil bulu tangkis, yakni Jonatan Christie, Anthony Ginting, Gregoria Mariska Tunjung, Fajar Alfian/Muhammad Rian Ardianto, Apriyani Rahayu/Siti Fadia Ramadhanti, dan Rinov Rivaldy/Pitha Haningtyas Mentari. Kemudian, ada La Memo dari cabor rowing.",jakarta atlet balap sepeda indonesia bernard benyamin van aert resmi lolos olimpiade paris pencapaian penantian 20 indonesia cabang olahraga balap sepeda bernard lolos kualifikasi negara disiplin track nomor omnium putra informasi resmi dikeluarkan union cycliste internationale uci senin 22 april berdasarkan aturan uci 22 negara lolos olimpiade 2024 paris nomor perlombaan disiplin track endurance ketua komite olimpiade indonesia noc indonesia raja sapta oktohari bersyukur tim merah putih meloloskan atlet balap sepeda olimpiade penantian 20 pria akrab disapa okto harap lolosnya bernard pelecut semangat atlet cabor alhamdulillah 20 penantian indonesia meloloskan atlet balap sepeda disiplin track nomor omnium olimpiade okto keterangan resmi noc indonesia selasa semoga lolosnya bernard paris 2024 motivasi atlet mengikuti jejaknya perjuangan semangat tunjukkan hasil terbaik menjaga indonesia raya berkumandang merah putih berkibar paris 2024 indonesia meloloskan atlet balap sepeda disiplin track olimpiade olimpiade 2004 santia tri kusuma turun nomor point race putri berhasil mewakili indonesia lolos athena kepala pelatih timnas balap sepeda indonesia dadang haries poernomo perihal kelolosan bernard paris bernard perjalanan mengejar poin kelolosan paris 20214 2023 timnas balap sepeda menargetkan bernard lolos alhamdulillah perjuangan perjuangan berat melawan gempuran teknologi tim berkembang dadang 2023 poin kualifikasi diambil terbaik series uci nations cup digelar jakarta mesir kanada bernard terhenti kualifikasi poin kejuaraan asia 2023 pembalap sepedah 27 menempati peringkat gagal poin world championship glasgow finis urutan bernard poin lumayan road to paris 2024 perak kejuaraan asian track championship new delhi india bantu dongkrak poinnya bernard tampil uci track nations cup masuk final poin adelaide finis hongkong kemarin kanada peringkat 11 alhamdulillah lolos kualifikasi olimpiade paris 2024 terangnya follow berita okezone google news dapatkan berita up to date berita terkini okezone akun orion daftar klik nantikan kejutan menarik dadang olimpiade paris 2024 cabang balap sepeda disiplin track endurace nomor diperlombakan team pursuit madison omnium nomor 10 kuota negara lolos team pursuit 15 negara nomor medison 22 negara nomor omnium pola pengambilan kuotanya 10 negara lolos team pursuit hak turun madison omnium 15 kuota nomor madison 10 diambil team pursuit ditambah 5 kualifikasi khusus madison omnium 10 kuota diambil 10 team pursuit lolos ditambah 5 negara lolos kualifikasi khusus madison plus 7 negara lolos kualifikasi khusus nomor omnium imbuh dadang tim indonesia meloloskan 18 atlet olimpiade 2024 paris bernard arif dwi pangestu diana choirunisa cabor panahan fathur gustafian menembak rifda irfanaluthfi senam artistik rio waida selancar rahmad adi mulyono desak made rita kusuma dewi panjat tebing baca masyarakat malaysia iri lihat timnas indonesia lolos perempatfinal piala asia 2024 silakan ketemu negara haram olimpiade paris 2024 atlet angkat besi eko yuli irawan rizky juniansyah nurul akmal enam wakil bulu tangkis jonatan christie anthony ginting gregoria mariska tunjung fajar rian ardianto apriyani fadia ramadhanti rinov haningtyas mentari la memo cabor rowing,okezone,olahraga
